"","Tissue","eRNA_ID","Age_Rs","Age_FDR","BMI_Rs","BMI_FDR","Height_Rs","Height_FDR","Weight_Rs","Weight_FDR","Gender_Fold","Gender_FDR","Race_F","Race_FDR"
"Skin_no_sun ENSR00000254522","Skin_no_sun","ENSR00000254522","","","","","","","","","","","5.3696","<0.0001"
"Skin_no_sun ENSR00000254912","Skin_no_sun","ENSR00000254912","","","","","","","","","","","8.5542","<0.0001"
"Skin_no_sun ENSR00000255361","Skin_no_sun","ENSR00000255361","","","","","","","","","","","6.5639","<0.0001"
"Skin_no_sun ENSR00000255386","Skin_no_sun","ENSR00000255386","","","","","","","","","","","9.144","<0.0001"
"Skin_no_sun ENSR00000256328","Skin_no_sun","ENSR00000256328","","","","","","","","","","","17.8817","0"
"Skin_no_sun ENSR00000256329","Skin_no_sun","ENSR00000256329","","","","","","","","","","","19.259","0"
"Skin_no_sun ENSR00000256330","Skin_no_sun","ENSR00000256330","","","","","","","","","","","19.0641","0"
"Skin_no_sun ENSR00000256750","Skin_no_sun","ENSR00000256750","","","","","","","","","","","5.583","<0.0001"
"Skin_no_sun ENSR00000257035","Skin_no_sun","ENSR00000257035","","","","","","","","","","","6.8862","<0.0001"
"Skin_no_sun ENSR00000257094","Skin_no_sun","ENSR00000257094","","","","","","","","","","","6.3502","<0.0001"
"Skin_no_sun ENSR00000257268","Skin_no_sun","ENSR00000257268","","","","","","","","","","","7.0652","<0.0001"
"Skin_no_sun ENSR00000257418","Skin_no_sun","ENSR00000257418","","","","","","","","","","","5.0414","<0.0001"
"Skin_no_sun ENSR00000257686","Skin_no_sun","ENSR00000257686","","","","","","","","","","","6.1028","<0.0001"
"Skin_no_sun ENSR00000257940","Skin_no_sun","ENSR00000257940","","","","","","","","","","","8.069","<0.0001"
"Skin_no_sun ENSR00000258015","Skin_no_sun","ENSR00000258015","","","","","","","","","","","7.0534","<0.0001"
"Skin_no_sun ENSR00000258621","Skin_no_sun","ENSR00000258621","","","","","","","","","","","10.2265","<0.0001"
"Skin_no_sun ENSR00000258677","Skin_no_sun","ENSR00000258677","","","","","","","","","","","5.3987","<0.0001"
"Skin_no_sun ENSR00000258681","Skin_no_sun","ENSR00000258681","","","","","","","","","","","5.294","<0.0001"
"Skin_no_sun ENSR00000258817","Skin_no_sun","ENSR00000258817","","","","","","","","","","","7.8311","<0.0001"
"Skin_no_sun ENSR00000258911","Skin_no_sun","ENSR00000258911","","","","","","","","","","","5.6366","<0.0001"
"Skin_no_sun ENSR00000259702","Skin_no_sun","ENSR00000259702","","","","","","","","","","","6.5682","<0.0001"
"Skin_no_sun ENSR00000260194","Skin_no_sun","ENSR00000260194","","","","","","","","","","","7.6595","<0.0001"
"Skin_no_sun ENSR00000260195","Skin_no_sun","ENSR00000260195","","","","","","","","","","","6.2719","<0.0001"
"Skin_no_sun ENSR00000260627","Skin_no_sun","ENSR00000260627","","","","","","","","","","","6.4251","<0.0001"
"Skin_no_sun ENSR00000260628","Skin_no_sun","ENSR00000260628","","","","","","","","","","","6.3724","<0.0001"
"Skin_no_sun ENSR00000260629","Skin_no_sun","ENSR00000260629","","","","","","","","","","","6.7121","<0.0001"
"Skin_no_sun ENSR00000260642","Skin_no_sun","ENSR00000260642","","","","","","","","","","","4.6237","<0.0001"
"Skin_no_sun ENSR00000260646","Skin_no_sun","ENSR00000260646","","","","","","","","","","","5.5532","<0.0001"
"Skin_no_sun ENSR00000261523","Skin_no_sun","ENSR00000261523","","","","","","","","","","","4.983","<0.0001"
"Skin_no_sun ENSR00000261814","Skin_no_sun","ENSR00000261814","","","","","","","","","","","6.5391","<0.0001"
"Skin_no_sun ENSR00000262277","Skin_no_sun","ENSR00000262277","","","","","","","","","","","4.8933","<0.0001"
"Skin_no_sun ENSR00000262278","Skin_no_sun","ENSR00000262278","","","","","","","","","","","5.2815","<0.0001"
"Skin_no_sun ENSR00000262280","Skin_no_sun","ENSR00000262280","","","","","","","","","","","8.7672","<0.0001"
"Skin_no_sun ENSR00000262282","Skin_no_sun","ENSR00000262282","","","","","","","","","","","13.4024","<0.0001"
"Skin_no_sun ENSR00000262283","Skin_no_sun","ENSR00000262283","","","","","","","","","","","14.5647","<0.0001"
"Skin_no_sun ENSR00000262284","Skin_no_sun","ENSR00000262284","","","","","","","","","","","13.4721","<0.0001"
"Skin_no_sun ENSR00000262494","Skin_no_sun","ENSR00000262494","","","","","","","","","","","5.5951","<0.0001"
"Skin_no_sun ENSR00000262495","Skin_no_sun","ENSR00000262495","","","","","","","","","","","5.8274","<0.0001"
"Skin_no_sun ENSR00000262867","Skin_no_sun","ENSR00000262867","","","","","","","","","","","5.6753","<0.0001"
"Skin_no_sun ENSR00000262870","Skin_no_sun","ENSR00000262870","","","","","","","","","","","6.2561","<0.0001"
"Skin_no_sun ENSR00000262911","Skin_no_sun","ENSR00000262911","","","","","","","","","","","5.3144","<0.0001"
"Skin_no_sun ENSR00000263548","Skin_no_sun","ENSR00000263548","","","","","","","","","","","17.9558","0"
"Skin_no_sun ENSR00000263772","Skin_no_sun","ENSR00000263772","","","","","","","","","","","5.2006","<0.0001"
"Skin_no_sun ENSR00000263789","Skin_no_sun","ENSR00000263789","","","","","","","","","","","5.0255","<0.0001"
"Skin_no_sun ENSR00000264041","Skin_no_sun","ENSR00000264041","","","","","","","","","","","4.6375","<0.0001"
"Skin_no_sun ENSR00000264543","Skin_no_sun","ENSR00000264543","","","","","","","","","","","4.6467","<0.0001"
"Skin_no_sun ENSR00000265834","Skin_no_sun","ENSR00000265834","","","","","","","","","","","5.7025","<0.0001"
"Skin_no_sun ENSR00000266160","Skin_no_sun","ENSR00000266160","","","","","","","","","","","5.0497","<0.0001"
"Skin_no_sun ENSR00000266161","Skin_no_sun","ENSR00000266161","","","","","","","","","","","5.1821","<0.0001"
"Skin_no_sun ENSR00000266169","Skin_no_sun","ENSR00000266169","","","","","","","","","","","7.5242","<0.0001"
"Skin_no_sun ENSR00000266171","Skin_no_sun","ENSR00000266171","","","","","","","","","","","5.9797","<0.0001"
"Skin_no_sun ENSR00000266757","Skin_no_sun","ENSR00000266757","","","","","","","","","","","5.1068","<0.0001"
"Skin_no_sun ENSR00000266758","Skin_no_sun","ENSR00000266758","","","","","","","","","","","5.7971","<0.0001"
"Skin_no_sun ENSR00000266837","Skin_no_sun","ENSR00000266837","","","","","","","","","","","4.6943","<0.0001"
"Skin_no_sun ENSR00000267344","Skin_no_sun","ENSR00000267344","","","","","","","","","","","5.7687","<0.0001"
"Skin_no_sun ENSR00000267531","Skin_no_sun","ENSR00000267531","","","","","","","","","","","6.2476","<0.0001"
"Skin_no_sun ENSR00000268770","Skin_no_sun","ENSR00000268770","","","","","","","","","","","5.9853","<0.0001"
"Skin_no_sun ENSR00000268973","Skin_no_sun","ENSR00000268973","","","","","","","","","","","4.565","<0.0001"
"Skin_no_sun ENSR00000270519","Skin_no_sun","ENSR00000270519","","","","","","","","","","","6.3959","<0.0001"
"Skin_no_sun ENSR00000271058","Skin_no_sun","ENSR00000271058","","","","","","","","","","","4.8057","<0.0001"
"Skin_no_sun ENSR00000271096","Skin_no_sun","ENSR00000271096","","","","","","","","","","","4.8101","<0.0001"
"Skin_no_sun ENSR00000271171","Skin_no_sun","ENSR00000271171","","","","","","","","","","","9.1762","<0.0001"
"Skin_no_sun ENSR00000271434","Skin_no_sun","ENSR00000271434","","","","","","","","","","","7.8116","<0.0001"
"Skin_no_sun ENSR00000271598","Skin_no_sun","ENSR00000271598","","","","","","","","","","","4.8459","<0.0001"
"Skin_no_sun ENSR00000272098","Skin_no_sun","ENSR00000272098","","","","","","","","","","","6.252","<0.0001"
"Skin_no_sun ENSR00000273268","Skin_no_sun","ENSR00000273268","","","","","","","","","","","7.1308","<0.0001"
"Skin_no_sun ENSR00000273807","Skin_no_sun","ENSR00000273807","","","","","","","","","","","4.7906","<0.0001"
"Skin_no_sun ENSR00000274048","Skin_no_sun","ENSR00000274048","","","","","","","","","","","11.4363","<0.0001"
"Skin_no_sun ENSR00000274738","Skin_no_sun","ENSR00000274738","","","","","","","","","","","6.0613","<0.0001"
"Skin_no_sun ENSR00000274845","Skin_no_sun","ENSR00000274845","","","","","","","","","","","11.8504","<0.0001"
"Skin_no_sun ENSR00000274846","Skin_no_sun","ENSR00000274846","","","","","","","","","","","8.7972","<0.0001"
"Skin_no_sun ENSR00000275297","Skin_no_sun","ENSR00000275297","","","","","","","","","","","7.1612","<0.0001"
"Skin_no_sun ENSR00000275995","Skin_no_sun","ENSR00000275995","","","","","","","","","","","9.7793","<0.0001"
"Skin_no_sun ENSR00000276070","Skin_no_sun","ENSR00000276070","","","","","","","","","","","11.263","<0.0001"
"Skin_no_sun ENSR00000277643","Skin_no_sun","ENSR00000277643","","","","","","","","","","","7.8385","<0.0001"
"Skin_no_sun ENSR00000278278","Skin_no_sun","ENSR00000278278","","","","","","","","","","","5.1578","<0.0001"
"Skin_no_sun ENSR00000278945","Skin_no_sun","ENSR00000278945","","","","","","","","","","","7.2525","<0.0001"
"Skin_no_sun ENSR00000279269","Skin_no_sun","ENSR00000279269","","","","","","","","","","","7.7215","<0.0001"
"Skin_no_sun ENSR00000279383","Skin_no_sun","ENSR00000279383","","","","","","","","","","","5.0645","<0.0001"
"Skin_no_sun ENSR00000279384","Skin_no_sun","ENSR00000279384","","","","","","","","","","","5.0811","<0.0001"
"Skin_no_sun ENSR00000279649","Skin_no_sun","ENSR00000279649","","","","","","","","","","","8.5954","<0.0001"
"Skin_no_sun ENSR00000279766","Skin_no_sun","ENSR00000279766","","","","","","","","","","","6.8944","<0.0001"
"Skin_no_sun ENSR00000280227","Skin_no_sun","ENSR00000280227","","","","","","","","","","","4.9541","<0.0001"
"Skin_no_sun ENSR00000280718","Skin_no_sun","ENSR00000280718","","","","","","","","","","","6.2048","<0.0001"
"Skin_no_sun ENSR00000280847","Skin_no_sun","ENSR00000280847","","","","","","","","","","","5.1266","<0.0001"
"Skin_no_sun ENSR00000280906","Skin_no_sun","ENSR00000280906","","","","","","","","","","","8.3955","<0.0001"
"Skin_no_sun ENSR00000280978","Skin_no_sun","ENSR00000280978","","","","","","","","","","","11.5115","<0.0001"
"Skin_no_sun ENSR00000280979","Skin_no_sun","ENSR00000280979","","","","","","","","","","","7.7211","<0.0001"
"Skin_no_sun ENSR00000282555","Skin_no_sun","ENSR00000282555","","","","","","","","","","","8.5086","<0.0001"
"Skin_no_sun ENSR00000282649","Skin_no_sun","ENSR00000282649","","","","","","","","","","","6.526","<0.0001"
"Skin_no_sun ENSR00000282677","Skin_no_sun","ENSR00000282677","","","","","","","","","","","7.4065","<0.0001"
"Skin_no_sun ENSR00000282695","Skin_no_sun","ENSR00000282695","","","","","","","","","","","7.1412","<0.0001"
"Skin_no_sun ENSR00000282730","Skin_no_sun","ENSR00000282730","","","","","","","","","","","11.5592","<0.0001"
"Skin_no_sun ENSR00000283091","Skin_no_sun","ENSR00000283091","","","","","","","","","","","5.8816","<0.0001"
"Skin_no_sun ENSR00000283417","Skin_no_sun","ENSR00000283417","","","","","","","","","","","8.6386","<0.0001"
"Skin_no_sun ENSR00000283435","Skin_no_sun","ENSR00000283435","","","","","","","","","","","11.7938","<0.0001"
"Skin_no_sun ENSR00000283466","Skin_no_sun","ENSR00000283466","","","","","","","","","","","4.671","<0.0001"
"Skin_no_sun ENSR00000283494","Skin_no_sun","ENSR00000283494","","","","","","","","","","","10.6734","<0.0001"
"Skin_no_sun ENSR00000284134","Skin_no_sun","ENSR00000284134","","","","","","","","","","","6.3697","<0.0001"
"Skin_no_sun ENSR00000284906","Skin_no_sun","ENSR00000284906","","","","","","","","","","","13.2992","<0.0001"
"Skin_no_sun ENSR00000285069","Skin_no_sun","ENSR00000285069","","","","","","","","","","","6.2031","<0.0001"
"Skin_no_sun ENSR00000286420","Skin_no_sun","ENSR00000286420","","","","","","","","","","","7.8743","<0.0001"
"Skin_no_sun ENSR00000286934","Skin_no_sun","ENSR00000286934","","","","","","","","","","","16.9319","0"
"Skin_no_sun ENSR00000286935","Skin_no_sun","ENSR00000286935","","","","","","","","","","","17.2403","0"
"Skin_no_sun ENSR00000286936","Skin_no_sun","ENSR00000286936","","","","","","","","","","","15.874","1e-04"
"Skin_no_sun ENSR00000286937","Skin_no_sun","ENSR00000286937","","","","","","","","","","","12.6495","<0.0001"
"Skin_no_sun ENSR00000287159","Skin_no_sun","ENSR00000287159","","","","","","","","","","","8.5264","<0.0001"
"Skin_no_sun ENSR00000287441","Skin_no_sun","ENSR00000287441","","","","","","","","","","","9.6885","<0.0001"
"Skin_no_sun ENSR00000287442","Skin_no_sun","ENSR00000287442","","","","","","","","","","","8.5789","<0.0001"
"Skin_no_sun ENSR00000287991","Skin_no_sun","ENSR00000287991","","","","","","","","","","","6.7534","<0.0001"
"Skin_no_sun ENSR00000288296","Skin_no_sun","ENSR00000288296","","","","","","","","","","","6.0692","<0.0001"
"Skin_no_sun ENSR00000288696","Skin_no_sun","ENSR00000288696","","","","","","","","","","","4.6172","<0.0001"
"Skin_no_sun ENSR00000288700","Skin_no_sun","ENSR00000288700","","","","","","","","","","","6.0125","<0.0001"
"Skin_no_sun ENSR00000288754","Skin_no_sun","ENSR00000288754","","","","","","","","","","","4.9562","<0.0001"
"Skin_no_sun ENSR00000290084","Skin_no_sun","ENSR00000290084","","","","","","","","","","","5.0161","<0.0001"
"Skin_no_sun ENSR00000290163","Skin_no_sun","ENSR00000290163","","","","","","","","","","","5.3968","<0.0001"
"Skin_no_sun ENSR00000290360","Skin_no_sun","ENSR00000290360","","","","","","","","","","","4.801","<0.0001"
"Skin_no_sun ENSR00000290529","Skin_no_sun","ENSR00000290529","","","","","","","","","","","6.0713","<0.0001"
"Skin_no_sun ENSR00000290530","Skin_no_sun","ENSR00000290530","","","","","","","","","","","5.6976","<0.0001"
"Skin_no_sun ENSR00000290784","Skin_no_sun","ENSR00000290784","","","","","","","","","","","4.8056","<0.0001"
"Skin_no_sun ENSR00000290786","Skin_no_sun","ENSR00000290786","","","","","","","","","","","7.0427","<0.0001"
"Skin_no_sun ENSR00000291524","Skin_no_sun","ENSR00000291524","","","","","","","","","","","11.8024","<0.0001"
"Skin_no_sun ENSR00000291527","Skin_no_sun","ENSR00000291527","","","","","","","","","","","7.1183","<0.0001"
"Skin_no_sun ENSR00000291528","Skin_no_sun","ENSR00000291528","","","","","","","","","","","7.7959","<0.0001"
"Skin_no_sun ENSR00000291537","Skin_no_sun","ENSR00000291537","","","","","","","","","","","8.4392","<0.0001"
"Skin_no_sun ENSR00000291893","Skin_no_sun","ENSR00000291893","","","","","","","","","","","8.6638","<0.0001"
"Skin_no_sun ENSR00000292416","Skin_no_sun","ENSR00000292416","","","","","","","","","","","5.7365","<0.0001"
"Skin_no_sun ENSR00000292592","Skin_no_sun","ENSR00000292592","","","","","","","","","","","5.966","<0.0001"
"Skin_no_sun ENSR00000293234","Skin_no_sun","ENSR00000293234","","","","","","","","","","","4.7163","<0.0001"
"Skin_no_sun ENSR00000293273","Skin_no_sun","ENSR00000293273","","","","","","","","","","","4.7843","<0.0001"
"Skin_no_sun ENSR00000293414","Skin_no_sun","ENSR00000293414","","","","","","","","","","","4.8674","<0.0001"
"Skin_no_sun ENSR00000294137","Skin_no_sun","ENSR00000294137","","","","","","","","","","","5.4238","<0.0001"
"Skin_no_sun ENSR00000294487","Skin_no_sun","ENSR00000294487","","","","","","","","","","","11.1951","<0.0001"
"Skin_no_sun ENSR00000294593","Skin_no_sun","ENSR00000294593","","","","","","","","","","","5.2583","<0.0001"
"Skin_no_sun ENSR00000295172","Skin_no_sun","ENSR00000295172","","","","","","","","","","","5.7879","<0.0001"
"Skin_no_sun ENSR00000297000","Skin_no_sun","ENSR00000297000","","","","","","","","","","","7.2777","<0.0001"
"Skin_no_sun ENSR00000297822","Skin_no_sun","ENSR00000297822","","","","","","","","","","","6.9812","<0.0001"
"Skin_no_sun ENSR00000298164","Skin_no_sun","ENSR00000298164","","","","","","","","","","","7.6966","<0.0001"
"Skin_no_sun ENSR00000298353","Skin_no_sun","ENSR00000298353","","","","","","","","","","","6.3128","<0.0001"
"Skin_no_sun ENSR00000298354","Skin_no_sun","ENSR00000298354","","","","","","","","","","","7.6129","<0.0001"
"Skin_no_sun ENSR00000299551","Skin_no_sun","ENSR00000299551","","","","","","","","","","","6.7222","<0.0001"
"Skin_no_sun ENSR00000299552","Skin_no_sun","ENSR00000299552","","","","","","","","","","","8.0421","<0.0001"
"Skin_no_sun ENSR00000300647","Skin_no_sun","ENSR00000300647","","","","","","","","","","","5.9767","<0.0001"
"Skin_no_sun ENSR00000301420","Skin_no_sun","ENSR00000301420","","","","","","","","","","","23.3577","0"
"Skin_no_sun ENSR00000301421","Skin_no_sun","ENSR00000301421","","","","","","","","","","","39.8218","0"
"Skin_no_sun ENSR00000301465","Skin_no_sun","ENSR00000301465","","","","","","","","","","","4.7093","<0.0001"
"Skin_no_sun ENSR00000301565","Skin_no_sun","ENSR00000301565","","","","","","","","","","","5.5565","<0.0001"
"Skin_no_sun ENSR00000301957","Skin_no_sun","ENSR00000301957","","","","","","","","","","","5.0246","<0.0001"
"Skin_no_sun ENSR00000302165","Skin_no_sun","ENSR00000302165","","","","","","","","","","","8.1836","<0.0001"
"Skin_no_sun ENSR00000303100","Skin_no_sun","ENSR00000303100","","","","","","","","","","","5.4844","<0.0001"
"Skin_no_sun ENSR00000303127","Skin_no_sun","ENSR00000303127","","","","","","","","","","","6.1796","<0.0001"
"Skin_no_sun ENSR00000303262","Skin_no_sun","ENSR00000303262","","","","","","","","","","","7.8659","<0.0001"
"Skin_no_sun ENSR00000303711","Skin_no_sun","ENSR00000303711","","","","","","","","","","","15.0334","<0.0001"
"Skin_no_sun ENSR00000304032","Skin_no_sun","ENSR00000304032","","","","","","","","","","","6.6591","<0.0001"
"Skin_no_sun ENSR00000305046","Skin_no_sun","ENSR00000305046","","","","","","","","","","","5.6595","<0.0001"
"Skin_no_sun ENSR00000305047","Skin_no_sun","ENSR00000305047","","","","","","","","","","","4.6742","<0.0001"
"Skin_no_sun ENSR00000305746","Skin_no_sun","ENSR00000305746","","","","","","","","","","","5.6671","<0.0001"
"Skin_no_sun ENSR00000305747","Skin_no_sun","ENSR00000305747","","","","","","","","","","","5.2113","<0.0001"
"Skin_no_sun ENSR00000305840","Skin_no_sun","ENSR00000305840","","","","","","","","","","","12.9565","<0.0001"
"Skin_no_sun ENSR00000306140","Skin_no_sun","ENSR00000306140","","","","","","","","","","","16.3402","0"
"Skin_no_sun ENSR00000306543","Skin_no_sun","ENSR00000306543","","","","","","","","","","","6.7007","<0.0001"
"Skin_no_sun ENSR00000306555","Skin_no_sun","ENSR00000306555","","","","","","","","","","","4.6809","<0.0001"
"Skin_no_sun ENSR00000306946","Skin_no_sun","ENSR00000306946","","","","","","","","","","","8.7789","<0.0001"
"Skin_no_sun ENSR00000307282","Skin_no_sun","ENSR00000307282","","","","","","","","","","","5.6473","<0.0001"
"Skin_no_sun ENSR00000307283","Skin_no_sun","ENSR00000307283","","","","","","","","","","","5.9542","<0.0001"
"Skin_no_sun ENSR00000307538","Skin_no_sun","ENSR00000307538","","","","","","","","","","","5.8862","<0.0001"
"Skin_no_sun ENSR00000308131","Skin_no_sun","ENSR00000308131","","","","","","","","","","","4.8758","<0.0001"
"Skin_no_sun ENSR00000308258","Skin_no_sun","ENSR00000308258","","","","","","","","","","","23.9186","0"
"Skin_no_sun ENSR00000308259","Skin_no_sun","ENSR00000308259","","","","","","","","","","","16.3816","0"
"Skin_no_sun ENSR00000308387","Skin_no_sun","ENSR00000308387","","","","","","","","","","","5.948","<0.0001"
"Skin_no_sun ENSR00000308388","Skin_no_sun","ENSR00000308388","","","","","","","","","","","4.9631","<0.0001"
"Skin_no_sun ENSR00000308457","Skin_no_sun","ENSR00000308457","","","","","","","","","","","4.7185","<0.0001"
"Skin_no_sun ENSR00000308752","Skin_no_sun","ENSR00000308752","","","","","","","","","","","6.5175","<0.0001"
"Skin_no_sun ENSR00000308788","Skin_no_sun","ENSR00000308788","","","","","","","","","","","13.661","<0.0001"
"Skin_no_sun ENSR00000309795","Skin_no_sun","ENSR00000309795","","","","","","","","","","","6.4356","<0.0001"
"Skin_no_sun ENSR00000309796","Skin_no_sun","ENSR00000309796","","","","","","","","","","","6.488","<0.0001"
"Skin_no_sun ENSR00000309797","Skin_no_sun","ENSR00000309797","","","","","","","","","","","6.9883","<0.0001"
"Skin_no_sun ENSR00000309814","Skin_no_sun","ENSR00000309814","","","","","","","","","","","10.158","<0.0001"
"Skin_no_sun ENSR00000309945","Skin_no_sun","ENSR00000309945","","","","","","","","","","","6.992","<0.0001"
"Skin_no_sun ENSR00000310282","Skin_no_sun","ENSR00000310282","","","","","","","","","","","9.4828","<0.0001"
"Skin_no_sun ENSR00000310425","Skin_no_sun","ENSR00000310425","","","","","","","","","","","8.9634","<0.0001"
"Skin_no_sun ENSR00000310877","Skin_no_sun","ENSR00000310877","","","","","","","","","","","5.0226","<0.0001"
"Skin_no_sun ENSR00000310878","Skin_no_sun","ENSR00000310878","","","","","","","","","","","5.2973","<0.0001"
"Skin_no_sun ENSR00000310883","Skin_no_sun","ENSR00000310883","","","","","","","","","","","5.8125","<0.0001"
"Skin_no_sun ENSR00000310932","Skin_no_sun","ENSR00000310932","","","","","","","","","","","6.6104","<0.0001"
"Skin_no_sun ENSR00000311087","Skin_no_sun","ENSR00000311087","","","","","","","","","","","6.839","<0.0001"
"Skin_no_sun ENSR00000311257","Skin_no_sun","ENSR00000311257","","","","","","","","","","","9.1471","<0.0001"
"Skin_no_sun ENSR00000311382","Skin_no_sun","ENSR00000311382","","","","","","","","","","","7.4492","<0.0001"
"Skin_no_sun ENSR00000311434","Skin_no_sun","ENSR00000311434","","","","","","","","","","","5.2033","<0.0001"
"Skin_no_sun ENSR00000311594","Skin_no_sun","ENSR00000311594","","","","","","","","","","","5.6196","<0.0001"
"Skin_no_sun ENSR00000311598","Skin_no_sun","ENSR00000311598","","","","","","","","","","","7.4881","<0.0001"
"Skin_no_sun ENSR00000312511","Skin_no_sun","ENSR00000312511","","","","","","","","","","","4.7038","<0.0001"
"Skin_no_sun ENSR00000312562","Skin_no_sun","ENSR00000312562","","","","","","","","","","","6.3142","<0.0001"
"Skin_no_sun ENSR00000312619","Skin_no_sun","ENSR00000312619","","","","","","","","","","","5.1723","<0.0001"
"Skin_no_sun ENSR00000312620","Skin_no_sun","ENSR00000312620","","","","","","","","","","","5.2422","<0.0001"
"Skin_no_sun ENSR00000313074","Skin_no_sun","ENSR00000313074","","","","","","","","","","","9.2132","<0.0001"
"Skin_no_sun ENSR00000313754","Skin_no_sun","ENSR00000313754","","","","","","","","","","","4.7938","<0.0001"
"Skin_no_sun ENSR00000313755","Skin_no_sun","ENSR00000313755","","","","","","","","","","","5.0644","<0.0001"
"Skin_no_sun ENSR00000314529","Skin_no_sun","ENSR00000314529","","","","","","","","","","","9.2548","<0.0001"
"Skin_no_sun ENSR00000315046","Skin_no_sun","ENSR00000315046","","","","","","","","","","","6.1674","<0.0001"
"Skin_no_sun ENSR00000315125","Skin_no_sun","ENSR00000315125","","","","","","","","","","","6.186","<0.0001"
"Skin_no_sun ENSR00000315202","Skin_no_sun","ENSR00000315202","","","","","","","","","","","4.6608","<0.0001"
"Skin_no_sun ENSR00000315286","Skin_no_sun","ENSR00000315286","","","","","","","","","","","5.31","<0.0001"
"Skin_no_sun ENSR00000315287","Skin_no_sun","ENSR00000315287","","","","","","","","","","","7.249","<0.0001"
"Skin_no_sun ENSR00000315330","Skin_no_sun","ENSR00000315330","","","","","","","","","","","10.0535","<0.0001"
"Skin_no_sun ENSR00000315376","Skin_no_sun","ENSR00000315376","","","","","","","","","","","5.1761","<0.0001"
"Skin_no_sun ENSR00000315460","Skin_no_sun","ENSR00000315460","","","","","","","","","","","7.0843","<0.0001"
"Skin_no_sun ENSR00000315484","Skin_no_sun","ENSR00000315484","","","","","","","","","","","5.6785","<0.0001"
"Skin_no_sun ENSR00000315881","Skin_no_sun","ENSR00000315881","","","","","","","","","","","7.8451","<0.0001"
"Skin_no_sun ENSR00000316356","Skin_no_sun","ENSR00000316356","","","","","","","","","","","9.5047","<0.0001"
"Skin_no_sun ENSR00000316798","Skin_no_sun","ENSR00000316798","","","","","","","","","","","4.9117","<0.0001"
"Skin_no_sun ENSR00000317047","Skin_no_sun","ENSR00000317047","","","","","","","","","","","5.8692","<0.0001"
"Skin_no_sun ENSR00000317500","Skin_no_sun","ENSR00000317500","","","","","","","","","","","9.2801","<0.0001"
"Skin_no_sun ENSR00000317733","Skin_no_sun","ENSR00000317733","","","","","","","","","","","9.0479","<0.0001"
"Skin_no_sun ENSR00000317734","Skin_no_sun","ENSR00000317734","","","","","","","","","","","7.804","<0.0001"
"Skin_no_sun ENSR00000317883","Skin_no_sun","ENSR00000317883","","","","","","","","","","","5.4807","<0.0001"
"Skin_no_sun ENSR00000317884","Skin_no_sun","ENSR00000317884","","","","","","","","","","","4.7337","<0.0001"
"Skin_no_sun ENSR00000317918","Skin_no_sun","ENSR00000317918","","","","","","","","","","","13.2026","<0.0001"
"Skin_no_sun ENSR00000318066","Skin_no_sun","ENSR00000318066","","","","","","","","","","","4.876","<0.0001"
"Skin_no_sun ENSR00000318131","Skin_no_sun","ENSR00000318131","","","","","","","","","","","6.909","<0.0001"
"Skin_no_sun ENSR00000319051","Skin_no_sun","ENSR00000319051","","","","","","","","","","","5.0258","<0.0001"
"Skin_no_sun ENSR00000319061","Skin_no_sun","ENSR00000319061","","","","","","","","","","","5.3287","<0.0001"
"Skin_no_sun ENSR00000319394","Skin_no_sun","ENSR00000319394","","","","","","","","","","","6.1758","<0.0001"
"Skin_no_sun ENSR00000320020","Skin_no_sun","ENSR00000320020","","","","","","","","","","","4.6192","<0.0001"
"Skin_no_sun ENSR00000320535","Skin_no_sun","ENSR00000320535","","","","","","","","","","","11.4869","<0.0001"
"Skin_no_sun ENSR00000321350","Skin_no_sun","ENSR00000321350","","","","","","","","","","","8.5464","<0.0001"
"Skin_no_sun ENSR00000321477","Skin_no_sun","ENSR00000321477","","","","","","","","","","","4.8862","<0.0001"
"Skin_no_sun ENSR00000321874","Skin_no_sun","ENSR00000321874","","","","","","","","","","","11.0192","<0.0001"
"Skin_no_sun ENSR00000323269","Skin_no_sun","ENSR00000323269","","","","","","","","","","","5.7294","<0.0001"
"Skin_no_sun ENSR00000323279","Skin_no_sun","ENSR00000323279","","","","","","","","","","","7.9656","<0.0001"
"Skin_no_sun ENSR00000323462","Skin_no_sun","ENSR00000323462","","","","","","","","","","","4.6021","<0.0001"
"Skin_no_sun ENSR00000323493","Skin_no_sun","ENSR00000323493","","","","","","","","","","","6.1614","<0.0001"
"Skin_no_sun ENSR00000323607","Skin_no_sun","ENSR00000323607","","","","","","","","","","","5.6749","<0.0001"
"Skin_no_sun ENSR00000323682","Skin_no_sun","ENSR00000323682","","","","","","","","","","","9.5837","<0.0001"
"Skin_no_sun ENSR00000323879","Skin_no_sun","ENSR00000323879","","","","","","","","","","","7.1189","<0.0001"
"Skin_no_sun ENSR00000323880","Skin_no_sun","ENSR00000323880","","","","","","","","","","","7.1167","<0.0001"
"Skin_no_sun ENSR00000324472","Skin_no_sun","ENSR00000324472","","","","","","","","","","","8.3299","<0.0001"
"Skin_no_sun ENSR00000325435","Skin_no_sun","ENSR00000325435","","","","","","","","","","","11.4882","<0.0001"
"Skin_no_sun ENSR00000325436","Skin_no_sun","ENSR00000325436","","","","","","","","","","","15.2345","1e-04"
"Skin_no_sun ENSR00000326191","Skin_no_sun","ENSR00000326191","","","","","","","","","","","5.7712","<0.0001"
