"","Tissue","eRNA_ID","Age_Rs","Age_FDR","BMI_Rs","BMI_FDR","Height_Rs","Height_FDR","Weight_Rs","Weight_FDR","Gender_Fold","Gender_FDR","Race_F","Race_FDR"
"Brain_Cer ENSR00000278873","Brain_Cer","ENSR00000278873","0.3055","<0.0001","","","","","","","","","",""
"Brain_Cer ENSR00000282730","Brain_Cer","ENSR00000282730","-0.318","<0.0001","","","","","","","","","",""
"Brain_Cer ENSR00000283432","Brain_Cer","ENSR00000283432","0.3125","<0.0001","","","","","","","","","",""
"Brain_Cer ENSR00000285616","Brain_Cer","ENSR00000285616","-0.3511","<0.0001","","","","","","","","","",""
"Brain_Cer ENSR00000285755","Brain_Cer","ENSR00000285755","0.3024","<0.0001","","","","","","","","","",""
"Brain_Cer ENSR00000285760","Brain_Cer","ENSR00000285760","0.333","<0.0001","","","","","","","","","",""
"Brain_Cer ENSR00000287493","Brain_Cer","ENSR00000287493","0.3074","<0.0001","","","","","","","","","",""
"Brain_Cer ENSR00000287882","Brain_Cer","ENSR00000287882","0.3358","<0.0001","","","","","","","","","",""
"Brain_Cer ENSR00000290746","Brain_Cer","ENSR00000290746","0.3672","<0.0001","","","","","","","","","",""
"Brain_Cer ENSR00000290782","Brain_Cer","ENSR00000290782","0.3346","<0.0001","","","","","","","","","",""
"Brain_Cer ENSR00000290860","Brain_Cer","ENSR00000290860","0.322","<0.0001","","","","","","","","","",""
"Brain_Cer ENSR00000297075","Brain_Cer","ENSR00000297075","0.3107","<0.0001","","","","","","","","","",""
"Brain_Cer ENSR00000297671","Brain_Cer","ENSR00000297671","0.3493","<0.0001","","","","","","","","","",""
"Brain_Cer ENSR00000297672","Brain_Cer","ENSR00000297672","0.3699","<0.0001","","","","","","","","","",""
"Brain_Cer ENSR00000298164","Brain_Cer","ENSR00000298164","-0.3437","<0.0001","","","","","","","","","",""
"Brain_Cer ENSR00000298536","Brain_Cer","ENSR00000298536","0.3009","<0.0001","","","","","","","","","",""
"Brain_Cer ENSR00000299365","Brain_Cer","ENSR00000299365","0.35","<0.0001","","","","","","","","","",""
"Brain_Cer ENSR00000299366","Brain_Cer","ENSR00000299366","0.3624","<0.0001","","","","","","","","","",""
"Brain_Cer ENSR00000299367","Brain_Cer","ENSR00000299367","0.3354","<0.0001","","","","","","","","","",""
"Brain_Cer ENSR00000301451","Brain_Cer","ENSR00000301451","0.3288","<0.0001","","","","","","","","","",""
"Brain_Cer ENSR00000302231","Brain_Cer","ENSR00000302231","0.3109","<0.0001","","","","","","","","","",""
"Brain_Cer ENSR00000302232","Brain_Cer","ENSR00000302232","0.318","<0.0001","","","","","","","","","",""
"Brain_Cer ENSR00000304174","Brain_Cer","ENSR00000304174","0.355","<0.0001","","","","","","","","","",""
"Brain_Cer ENSR00000304987","Brain_Cer","ENSR00000304987","0.3114","<0.0001","","","","","","","","","",""
"Brain_Cer ENSR00000308105","Brain_Cer","ENSR00000308105","0.3057","<0.0001","","","","","","","","","",""
"Brain_Cer ENSR00000308440","Brain_Cer","ENSR00000308440","0.3507","<0.0001","","","","","","","","","",""
"Brain_Cer ENSR00000308642","Brain_Cer","ENSR00000308642","0.3352","<0.0001","","","","","","","","","",""
"Brain_Cer ENSR00000313445","Brain_Cer","ENSR00000313445","-0.3219","<0.0001","","","","","","","","","",""
"Brain_Cer ENSR00000316162","Brain_Cer","ENSR00000316162","-0.306","<0.0001","","","","","","","","","",""
"Brain_Cer ENSR00000317528","Brain_Cer","ENSR00000317528","-0.3422","<0.0001","","","","","","","","","",""
"Brain_Cer ENSR00000320535","Brain_Cer","ENSR00000320535","0.3192","<0.0001","","","","","","","","","",""
"Brain_Cer ENSR00000320661","Brain_Cer","ENSR00000320661","0.3691","<0.0001","","","","","","","","","",""
"Brain_Cer ENSR00000322159","Brain_Cer","ENSR00000322159","-0.3185","<0.0001","","","","","","","","","",""
"Brain_Cer ENSR00000328795","Brain_Cer","ENSR00000328795","-0.334","<0.0001","","","","","","","","","",""
"Brain_Cer ENSR00000329627","Brain_Cer","ENSR00000329627","-0.3587","<0.0001","","","","","","","","","",""
"Brain_Cer ENSR00000331055","Brain_Cer","ENSR00000331055","0.3011","<0.0001","","","","","","","","","",""
"Brain_Cer ENSR00000331873","Brain_Cer","ENSR00000331873","0.353","<0.0001","","","","","","","","","",""
"Brain_Cer ENSR00000333603","Brain_Cer","ENSR00000333603","-0.3089","<0.0001","","","","","","","","","",""
"Brain_Cer ENSR00000333761","Brain_Cer","ENSR00000333761","-0.3079","<0.0001","","","","","","","","","",""
"Brain_Cer ENSR00000341825","Brain_Cer","ENSR00000341825","0.301","<0.0001","","","","","","","","","",""
"Brain_Cer 10:132571605-132577605","Brain_Cer","10:132571605-132577605","0.34","<0.0001","","","","","","","","","",""
"Brain_Cer 10:24825604-24831604","Brain_Cer","10:24825604-24831604","0.3074","<0.0001","","","","","","","","","",""
"Brain_Cer 10:62528959-62534959","Brain_Cer","10:62528959-62534959","0.3678","<0.0001","","","","","","","","","",""
"Brain_Cer 10:62529499-62535499","Brain_Cer","10:62529499-62535499","0.3527","<0.0001","","","","","","","","","",""
"Brain_Cer 11:125175106-125181106","Brain_Cer","11:125175106-125181106","0.3345","<0.0001","","","","","","","","","",""
"Brain_Cer 11:9035631-9041631","Brain_Cer","11:9035631-9041631","-0.3346","<0.0001","","","","","","","","","",""
"Brain_Cer 13:112970028-112976028","Brain_Cer","13:112970028-112976028","0.3025","<0.0001","","","","","","","","","",""
"Brain_Cer 13:112992911-112998911","Brain_Cer","13:112992911-112998911","0.3168","<0.0001","","","","","","","","","",""
